CamId,feature,num_samples,missing_count,missing_rate,dtype
9708,Icon,750,0,0.0,object
10870,Icon,1460,0,0.0,object
10917,Icon,3565,0,0.0,object
11160,Icon,1690,0,0.0,object
17244,Icon,2390,0,0.0,object
18590,Icon,3491,0,0.0,object
19306,Icon,1275,0,0.0,object
19834,Icon,1328,0,0.0,object
21444,Icon,305,0,0.0,object
21510,Icon,2965,0,0.0,object
21511,Icon,2755,0,0.0,object
24325,Icon,1924,0,0.0,object
65,Latitude,3234,0,0.0,float64
75,Latitude,1828,0,0.0,float64
162,Latitude,3244,0,0.0,float64
204,Latitude,2489,0,0.0,float64
260,Latitude,3224,0,0.0,float64
623,Latitude,3723,0,0.0,float64
684,Latitude,4091,0,0.0,float64
858,Latitude,200,0,0.0,float64
861,Latitude,920,0,0.0,float64
1093,Latitude,869,0,0.0,float64
3297,Latitude,1267,0,0.0,float64
3395,Latitude,1268,0,0.0,float64
3396,Latitude,2668,0,0.0,float64
3837,Latitude,3197,0,0.0,float64
3888,Latitude,1626,0,0.0,float64
4181,Latitude,1779,0,0.0,float64
4232,Latitude,175,0,0.0,float64
4584,Latitude,1805,0,0.0,float64
4679,Latitude,1090,0,0.0,float64
4795,Latitude,723,0,0.0,float64
4801,Latitude,1601,0,0.0,float64
5020,Latitude,2304,0,0.0,float64
5021,Latitude,1022,0,0.0,float64
6798,Latitude,1795,0,0.0,float64
7211,Latitude,1511,0,0.0,float64
7233,Latitude,1197,0,0.0,float64
7371,Latitude,1512,0,0.0,float64
8438,Latitude,1059,0,0.0,float64
8733,Latitude,1791,0,0.0,float64
8887,Latitude,3181,0,0.0,float64
8953,Latitude,787,0,0.0,float64
9112,Latitude,655,0,0.0,float64
9291,Latitude,1253,0,0.0,float64
9483,Latitude,939,0,0.0,float64
9708,Latitude,750,0,0.0,float64
9730,Latitude,1805,0,0.0,float64
10066,Latitude,1669,0,0.0,float64
10870,Latitude,1460,0,0.0,float64
10917,Latitude,3565,0,0.0,float64
11160,Latitude,1690,0,0.0,float64
11331,Latitude,1170,0,0.0,float64
17218,Latitude,1805,0,0.0,float64
17244,Latitude,2390,0,0.0,float64
18590,Latitude,3491,0,0.0,float64
19106,Latitude,859,0,0.0,float64
19306,Latitude,1275,0,0.0,float64
19388,Latitude,1789,0,0.0,float64
19834,Latitude,1328,0,0.0,float64
21444,Latitude,305,0,0.0,float64
21510,Latitude,2965,0,0.0,float64
21511,Latitude,2755,0,0.0,float64
22788,Latitude,1446,0,0.0,float64
24325,Latitude,1924,0,0.0,float64
65,Longitude,3234,0,0.0,float64
75,Longitude,1828,0,0.0,float64
162,Longitude,3244,0,0.0,float64
204,Longitude,2489,0,0.0,float64
260,Longitude,3224,0,0.0,float64
623,Longitude,3723,0,0.0,float64
684,Longitude,4091,0,0.0,float64
858,Longitude,200,0,0.0,float64
861,Longitude,920,0,0.0,float64
1093,Longitude,869,0,0.0,float64
3297,Longitude,1267,0,0.0,float64
3395,Longitude,1268,0,0.0,float64
3396,Longitude,2668,0,0.0,float64
3837,Longitude,3197,0,0.0,float64
3888,Longitude,1626,0,0.0,float64
4181,Longitude,1779,0,0.0,float64
4232,Longitude,175,0,0.0,float64
4584,Longitude,1805,0,0.0,float64
4679,Longitude,1090,0,0.0,float64
4795,Longitude,723,0,0.0,float64
4801,Longitude,1601,0,0.0,float64
5020,Longitude,2304,0,0.0,float64
5021,Longitude,1022,0,0.0,float64
6798,Longitude,1795,0,0.0,float64
7211,Longitude,1511,0,0.0,float64
7233,Longitude,1197,0,0.0,float64
7371,Longitude,1512,0,0.0,float64
8438,Longitude,1059,0,0.0,float64
8733,Longitude,1791,0,0.0,float64
8887,Longitude,3181,0,0.0,float64
8953,Longitude,787,0,0.0,float64
9112,Longitude,655,0,0.0,float64
9291,Longitude,1253,0,0.0,float64
9483,Longitude,939,0,0.0,float64
9708,Longitude,750,0,0.0,float64
9730,Longitude,1805,0,0.0,float64
10066,Longitude,1669,0,0.0,float64
10870,Longitude,1460,0,0.0,float64
10917,Longitude,3565,0,0.0,float64
11160,Longitude,1690,0,0.0,float64
11331,Longitude,1170,0,0.0,float64
17218,Longitude,1805,0,0.0,float64
17244,Longitude,2390,0,0.0,float64
18590,Longitude,3491,0,0.0,float64
19106,Longitude,859,0,0.0,float64
19306,Longitude,1275,0,0.0,float64
19388,Longitude,1789,0,0.0,float64
19834,Longitude,1328,0,0.0,float64
21444,Longitude,305,0,0.0,float64
21510,Longitude,2965,0,0.0,float64
21511,Longitude,2755,0,0.0,float64
22788,Longitude,1446,0,0.0,float64
24325,Longitude,1924,0,0.0,float64
65,Metar,3234,0,0.0,object
75,Metar,1828,0,0.0,object
162,Metar,3244,0,0.0,object
204,Metar,2489,0,0.0,object
260,Metar,3224,0,0.0,object
623,Metar,3723,0,0.0,object
684,Metar,4091,0,0.0,object
858,Metar,200,0,0.0,object
861,Metar,920,0,0.0,object
1093,Metar,869,0,0.0,object
3297,Metar,1267,0,0.0,object
3395,Metar,1268,0,0.0,object
3396,Metar,2668,0,0.0,object
3837,Metar,3197,0,0.0,object
3888,Metar,1626,0,0.0,object
4181,Metar,1779,0,0.0,object
4232,Metar,175,0,0.0,object
4584,Metar,1805,0,0.0,object
4679,Metar,1090,0,0.0,object
4795,Metar,723,0,0.0,object
4801,Metar,1601,0,0.0,object
5020,Metar,2304,0,0.0,object
5021,Metar,1022,0,0.0,object
6798,Metar,1795,0,0.0,object
7211,Metar,1511,0,0.0,object
7233,Metar,1197,0,0.0,object
7371,Metar,1512,0,0.0,object
8438,Metar,1059,0,0.0,object
8733,Metar,1791,0,0.0,object
8887,Metar,3181,0,0.0,object
8953,Metar,787,0,0.0,object
9112,Metar,655,0,0.0,object
9291,Metar,1253,0,0.0,object
9483,Metar,939,0,0.0,object
9708,Metar,750,0,0.0,object
9730,Metar,1805,0,0.0,object
10066,Metar,1669,0,0.0,object
10870,Metar,1460,0,0.0,object
10917,Metar,3565,0,0.0,object
11160,Metar,1690,0,0.0,object
11331,Metar,1170,0,0.0,object
17218,Metar,1805,0,0.0,object
17244,Metar,2390,0,0.0,object
18590,Metar,3491,0,0.0,object
19106,Metar,859,0,0.0,object
19306,Metar,1275,0,0.0,object
19388,Metar,1789,0,0.0,object
19834,Metar,1328,0,0.0,object
21444,Metar,305,0,0.0,object
21510,Metar,2965,0,0.0,object
21511,Metar,2755,0,0.0,object
22788,Metar,1446,0,0.0,object
24325,Metar,1924,0,0.0,object
65,Min,3234,0,0.0,int64
75,Min,1828,0,0.0,int64
162,Min,3244,0,0.0,int64
204,Min,2489,0,0.0,int64
260,Min,3224,0,0.0,int64
623,Min,3723,0,0.0,int64
684,Min,4091,0,0.0,int64
858,Min,200,0,0.0,int64
861,Min,920,0,0.0,int64
1093,Min,869,0,0.0,int64
3297,Min,1267,0,0.0,int64
3395,Min,1268,0,0.0,int64
3396,Min,2668,0,0.0,int64
3837,Min,3197,0,0.0,int64
3888,Min,1626,0,0.0,int64
4181,Min,1779,0,0.0,int64
4232,Min,175,0,0.0,int64
4584,Min,1805,0,0.0,int64
4679,Min,1090,0,0.0,int64
4795,Min,723,0,0.0,int64
4801,Min,1601,0,0.0,int64
5020,Min,2304,0,0.0,int64
5021,Min,1022,0,0.0,int64
6798,Min,1795,0,0.0,int64
7211,Min,1511,0,0.0,int64
7233,Min,1197,0,0.0,int64
7371,Min,1512,0,0.0,int64
8438,Min,1059,0,0.0,int64
8733,Min,1791,0,0.0,int64
8887,Min,3181,0,0.0,int64
8953,Min,787,0,0.0,int64
9112,Min,655,0,0.0,int64
9291,Min,1253,0,0.0,int64
9483,Min,939,0,0.0,int64
9708,Min,750,0,0.0,int64
9730,Min,1805,0,0.0,int64
10066,Min,1669,0,0.0,int64
10870,Min,1460,0,0.0,int64
10917,Min,3565,0,0.0,int64
11160,Min,1690,0,0.0,int64
11331,Min,1170,0,0.0,int64
17218,Min,1805,0,0.0,int64
17244,Min,2390,0,0.0,int64
18590,Min,3491,0,0.0,int64
19106,Min,859,0,0.0,int64
19306,Min,1275,0,0.0,int64
19388,Min,1789,0,0.0,int64
19834,Min,1328,0,0.0,int64
21444,Min,305,0,0.0,int64
21510,Min,2965,0,0.0,int64
21511,Min,2755,0,0.0,int64
22788,Min,1446,0,0.0,int64
24325,Min,1924,0,0.0,int64
65,Month,3234,0,0.0,int64
75,Month,1828,0,0.0,int64
162,Month,3244,0,0.0,int64
204,Month,2489,0,0.0,int64
260,Month,3224,0,0.0,int64
623,Month,3723,0,0.0,int64
684,Month,4091,0,0.0,int64
858,Month,200,0,0.0,int64
861,Month,920,0,0.0,int64
1093,Month,869,0,0.0,int64
3297,Month,1267,0,0.0,int64
3395,Month,1268,0,0.0,int64
3396,Month,2668,0,0.0,int64
3837,Month,3197,0,0.0,int64
3888,Month,1626,0,0.0,int64
4181,Month,1779,0,0.0,int64
4232,Month,175,0,0.0,int64
4584,Month,1805,0,0.0,int64
4679,Month,1090,0,0.0,int64
4795,Month,723,0,0.0,int64
4801,Month,1601,0,0.0,int64
5020,Month,2304,0,0.0,int64
5021,Month,1022,0,0.0,int64
6798,Month,1795,0,0.0,int64
7211,Month,1511,0,0.0,int64
7233,Month,1197,0,0.0,int64
7371,Month,1512,0,0.0,int64
8438,Month,1059,0,0.0,int64
8733,Month,1791,0,0.0,int64
8887,Month,3181,0,0.0,int64
8953,Month,787,0,0.0,int64
9112,Month,655,0,0.0,int64
9291,Month,1253,0,0.0,int64
9483,Month,939,0,0.0,int64
9708,Month,750,0,0.0,int64
9730,Month,1805,0,0.0,int64
10066,Month,1669,0,0.0,int64
10870,Month,1460,0,0.0,int64
10917,Month,3565,0,0.0,int64
11160,Month,1690,0,0.0,int64
11331,Month,1170,0,0.0,int64
17218,Month,1805,0,0.0,int64
17244,Month,2390,0,0.0,int64
18590,Month,3491,0,0.0,int64
19106,Month,859,0,0.0,int64
19306,Month,1275,0,0.0,int64
19388,Month,1789,0,0.0,int64
19834,Month,1328,0,0.0,int64
21444,Month,305,0,0.0,int64
21510,Month,2965,0,0.0,int64
21511,Month,2755,0,0.0,int64
22788,Month,1446,0,0.0,int64
24325,Month,1924,0,0.0,int64
260,PrecipI,3224,3224,1.0,float64
3297,PrecipI,1267,1267,1.0,float64
3395,PrecipI,1268,1268,1.0,float64
3837,PrecipI,3197,3197,1.0,float64
3888,PrecipI,1626,1626,1.0,float64
4584,PrecipI,1805,1805,1.0,float64
4679,PrecipI,1090,1090,1.0,float64
4795,PrecipI,723,723,1.0,float64
4801,PrecipI,1601,1601,1.0,float64
5020,PrecipI,2304,2304,1.0,float64
5021,PrecipI,1022,1022,1.0,float64
6798,PrecipI,1795,1795,1.0,float64
7211,PrecipI,1511,1511,1.0,float64
7233,PrecipI,1197,1197,1.0,float64
7371,PrecipI,1512,1512,1.0,float64
8733,PrecipI,1791,1791,1.0,float64
8887,PrecipI,3181,3181,1.0,float64
8953,PrecipI,787,787,1.0,float64
9112,PrecipI,655,655,1.0,float64
9291,PrecipI,1253,1253,1.0,float64
9483,PrecipI,939,939,1.0,float64
9708,PrecipI,750,750,1.0,float64
9730,PrecipI,1805,1805,1.0,float64
10066,PrecipI,1669,1669,1.0,float64
10870,PrecipI,1460,1460,1.0,float64
10917,PrecipI,3565,3565,1.0,float64
11160,PrecipI,1690,1690,1.0,float64
11331,PrecipI,1170,1170,1.0,float64
17244,PrecipI,2390,2390,1.0,float64
19388,PrecipI,1789,1789,1.0,float64
21510,PrecipI,2965,2965,1.0,float64
21511,PrecipI,2755,2755,1.0,float64
22788,PrecipI,1446,1446,1.0,float64
3396,PrecipI,2668,2667,0.9996251874062968,float64
65,PrecipI,3234,3222,0.9962894248608535,float64
75,PrecipI,1828,1812,0.9912472647702407,float64
19306,PrecipI,1275,1252,0.9819607843137255,float64
4181,PrecipI,1779,1737,0.9763912310286678,float64
4232,PrecipI,175,167,0.9542857142857143,float64
21444,PrecipI,305,289,0.9475409836065574,float64
24325,PrecipI,1924,1817,0.9443866943866944,float64
861,PrecipI,920,868,0.9434782608695652,float64
17218,PrecipI,1805,1678,0.929639889196676,float64
623,PrecipI,3723,3439,0.9237174321783508,float64
19834,PrecipI,1328,1217,0.9164156626506024,float64
19106,PrecipI,859,770,0.8963911525029103,float64
8438,PrecipI,1059,927,0.8753541076487252,float64
18590,PrecipI,3491,3055,0.8751074190776282,float64
684,PrecipI,4091,3576,0.8741139085798093,float64
1093,PrecipI,869,751,0.8642117376294591,float64
162,PrecipI,3244,2780,0.8569667077681874,float64
204,PrecipI,2489,2098,0.8429087987143431,float64
858,PrecipI,200,155,0.775,float64
260,PrecipM,3224,3224,1.0,float64
3297,PrecipM,1267,1267,1.0,float64
3395,PrecipM,1268,1268,1.0,float64
3837,PrecipM,3197,3197,1.0,float64
3888,PrecipM,1626,1626,1.0,float64
4584,PrecipM,1805,1805,1.0,float64
4679,PrecipM,1090,1090,1.0,float64
4795,PrecipM,723,723,1.0,float64
4801,PrecipM,1601,1601,1.0,float64
5020,PrecipM,2304,2304,1.0,float64
5021,PrecipM,1022,1022,1.0,float64
6798,PrecipM,1795,1795,1.0,float64
7211,PrecipM,1511,1511,1.0,float64
7233,PrecipM,1197,1197,1.0,float64
7371,PrecipM,1512,1512,1.0,float64
8733,PrecipM,1791,1791,1.0,float64
8887,PrecipM,3181,3181,1.0,float64
8953,PrecipM,787,787,1.0,float64
9112,PrecipM,655,655,1.0,float64
9291,PrecipM,1253,1253,1.0,float64
9483,PrecipM,939,939,1.0,float64
9708,PrecipM,750,750,1.0,float64
9730,PrecipM,1805,1805,1.0,float64
10066,PrecipM,1669,1669,1.0,float64
10870,PrecipM,1460,1460,1.0,float64
10917,PrecipM,3565,3565,1.0,float64
11160,PrecipM,1690,1690,1.0,float64
11331,PrecipM,1170,1170,1.0,float64
17244,PrecipM,2390,2390,1.0,float64
19388,PrecipM,1789,1789,1.0,float64
21510,PrecipM,2965,2965,1.0,float64
21511,PrecipM,2755,2755,1.0,float64
22788,PrecipM,1446,1446,1.0,float64
3396,PrecipM,2668,2667,0.9996251874062968,float64
65,PrecipM,3234,3222,0.9962894248608535,float64
75,PrecipM,1828,1812,0.9912472647702407,float64
19306,PrecipM,1275,1252,0.9819607843137255,float64
4181,PrecipM,1779,1737,0.9763912310286678,float64
4232,PrecipM,175,167,0.9542857142857143,float64
21444,PrecipM,305,289,0.9475409836065574,float64
24325,PrecipM,1924,1817,0.9443866943866944,float64
861,PrecipM,920,868,0.9434782608695652,float64
17218,PrecipM,1805,1678,0.929639889196676,float64
623,PrecipM,3723,3439,0.9237174321783508,float64
19834,PrecipM,1328,1217,0.9164156626506024,float64
19106,PrecipM,859,770,0.8963911525029103,float64
8438,PrecipM,1059,927,0.8753541076487252,float64
18590,PrecipM,3491,3055,0.8751074190776282,float64
684,PrecipM,4091,3576,0.8741139085798093,float64
1093,PrecipM,869,751,0.8642117376294591,float64
162,PrecipM,3244,2780,0.8569667077681874,float64
204,PrecipM,2489,2098,0.8429087987143431,float64
858,PrecipM,200,155,0.775,float64
3395,PressureI,1268,1268,1.0,float64
19106,PressureI,859,859,1.0,float64
10066,PressureI,1669,448,0.26842420611144396,float64
7233,PressureI,1197,77,0.06432748538011696,float64
5021,PressureI,1022,41,0.040117416829745595,float64
21444,PressureI,305,11,0.036065573770491806,float64
5020,PressureI,2304,79,0.03428819444444445,float64
19306,PressureI,1275,27,0.021176470588235293,float64
21510,PressureI,2965,25,0.008431703204047217,float64
21511,PressureI,2755,18,0.006533575317604356,float64
4795,PressureI,723,1,0.0013831258644536654,float64
260,PressureI,3224,4,0.0012406947890818859,float64
9730,PressureI,1805,2,0.00110803324099723,float64
17218,PressureI,1805,2,0.00110803324099723,float64
19388,PressureI,1789,1,0.0005589714924538849,float64
4584,PressureI,1805,1,0.000554016620498615,float64
3837,PressureI,3197,1,0.00031279324366593683,float64
65,PressureI,3234,0,0.0,float64
75,PressureI,1828,0,0.0,float64
162,PressureI,3244,0,0.0,float64
204,PressureI,2489,0,0.0,float64
623,PressureI,3723,0,0.0,float64
684,PressureI,4091,0,0.0,float64
858,PressureI,200,0,0.0,float64
861,PressureI,920,0,0.0,float64
1093,PressureI,869,0,0.0,float64
3297,PressureI,1267,0,0.0,float64
3396,PressureI,2668,0,0.0,float64
3888,PressureI,1626,0,0.0,float64
4181,PressureI,1779,0,0.0,float64
4232,PressureI,175,0,0.0,float64
4679,PressureI,1090,0,0.0,float64
4801,PressureI,1601,0,0.0,float64
6798,PressureI,1795,0,0.0,float64
7211,PressureI,1511,0,0.0,float64
7371,PressureI,1512,0,0.0,float64
8438,PressureI,1059,0,0.0,float64
8733,PressureI,1791,0,0.0,float64
8887,PressureI,3181,0,0.0,float64
8953,PressureI,787,0,0.0,float64
9112,PressureI,655,0,0.0,float64
9291,PressureI,1253,0,0.0,float64
9483,PressureI,939,0,0.0,float64
9708,PressureI,750,0,0.0,float64
10870,PressureI,1460,0,0.0,float64
10917,PressureI,3565,0,0.0,float64
11160,PressureI,1690,0,0.0,float64
11331,PressureI,1170,0,0.0,float64
17244,PressureI,2390,0,0.0,float64
18590,PressureI,3491,0,0.0,float64
19834,PressureI,1328,0,0.0,float64
22788,PressureI,1446,0,0.0,float64
24325,PressureI,1924,0,0.0,float64
3395,PressureM,1268,1268,1.0,float64
19106,PressureM,859,859,1.0,float64
10066,PressureM,1669,448,0.26842420611144396,float64
7233,PressureM,1197,77,0.06432748538011696,float64
5021,PressureM,1022,41,0.040117416829745595,float64
21444,PressureM,305,11,0.036065573770491806,float64
5020,PressureM,2304,79,0.03428819444444445,float64
19306,PressureM,1275,27,0.021176470588235293,float64
21510,PressureM,2965,25,0.008431703204047217,float64
21511,PressureM,2755,18,0.006533575317604356,float64
4795,PressureM,723,1,0.0013831258644536654,float64
260,PressureM,3224,4,0.0012406947890818859,float64
9730,PressureM,1805,2,0.00110803324099723,float64
17218,PressureM,1805,2,0.00110803324099723,float64
19388,PressureM,1789,1,0.0005589714924538849,float64
4584,PressureM,1805,1,0.000554016620498615,float64
3837,PressureM,3197,1,0.00031279324366593683,float64
65,PressureM,3234,0,0.0,float64
75,PressureM,1828,0,0.0,float64
162,PressureM,3244,0,0.0,float64
204,PressureM,2489,0,0.0,float64
623,PressureM,3723,0,0.0,float64
684,PressureM,4091,0,0.0,float64
858,PressureM,200,0,0.0,float64
861,PressureM,920,0,0.0,float64
1093,PressureM,869,0,0.0,float64
3297,PressureM,1267,0,0.0,float64
3396,PressureM,2668,0,0.0,float64
3888,PressureM,1626,0,0.0,float64
4181,PressureM,1779,0,0.0,float64
4232,PressureM,175,0,0.0,float64
4679,PressureM,1090,0,0.0,float64
4801,PressureM,1601,0,0.0,float64
6798,PressureM,1795,0,0.0,float64
7211,PressureM,1511,0,0.0,float64
7371,PressureM,1512,0,0.0,float64
8438,PressureM,1059,0,0.0,float64
8733,PressureM,1791,0,0.0,float64
8887,PressureM,3181,0,0.0,float64
8953,PressureM,787,0,0.0,float64
9112,PressureM,655,0,0.0,float64
9291,PressureM,1253,0,0.0,float64
9483,PressureM,939,0,0.0,float64
9708,PressureM,750,0,0.0,float64
10870,PressureM,1460,0,0.0,float64
10917,PressureM,3565,0,0.0,float64
11160,PressureM,1690,0,0.0,float64
11331,PressureM,1170,0,0.0,float64
17244,PressureM,2390,0,0.0,float64
18590,PressureM,3491,0,0.0,float64
19834,PressureM,1328,0,0.0,float64
22788,PressureM,1446,0,0.0,float64
24325,PressureM,1924,0,0.0,float64
65,Rain,3234,0,0.0,int64
75,Rain,1828,0,0.0,int64
162,Rain,3244,0,0.0,int64
204,Rain,2489,0,0.0,int64
260,Rain,3224,0,0.0,int64
623,Rain,3723,0,0.0,int64
684,Rain,4091,0,0.0,int64
858,Rain,200,0,0.0,int64
861,Rain,920,0,0.0,int64
1093,Rain,869,0,0.0,int64
3297,Rain,1267,0,0.0,int64
3395,Rain,1268,0,0.0,int64
3396,Rain,2668,0,0.0,int64
3837,Rain,3197,0,0.0,int64
3888,Rain,1626,0,0.0,int64
4181,Rain,1779,0,0.0,int64
4232,Rain,175,0,0.0,int64
4584,Rain,1805,0,0.0,int64
4679,Rain,1090,0,0.0,int64
4795,Rain,723,0,0.0,int64
4801,Rain,1601,0,0.0,int64
5020,Rain,2304,0,0.0,int64
5021,Rain,1022,0,0.0,int64
6798,Rain,1795,0,0.0,int64
7211,Rain,1511,0,0.0,int64
7233,Rain,1197,0,0.0,int64
7371,Rain,1512,0,0.0,int64
8438,Rain,1059,0,0.0,int64
8733,Rain,1791,0,0.0,int64
8887,Rain,3181,0,0.0,int64
8953,Rain,787,0,0.0,int64
9112,Rain,655,0,0.0,int64
9291,Rain,1253,0,0.0,int64
9483,Rain,939,0,0.0,int64
9708,Rain,750,0,0.0,int64
9730,Rain,1805,0,0.0,int64
10066,Rain,1669,0,0.0,int64
10870,Rain,1460,0,0.0,int64
10917,Rain,3565,0,0.0,int64
11160,Rain,1690,0,0.0,int64
11331,Rain,1170,0,0.0,int64
17218,Rain,1805,0,0.0,int64
17244,Rain,2390,0,0.0,int64
18590,Rain,3491,0,0.0,int64
19106,Rain,859,0,0.0,int64
19306,Rain,1275,0,0.0,int64
19388,Rain,1789,0,0.0,int64
19834,Rain,1328,0,0.0,int64
21444,Rain,305,0,0.0,int64
21510,Rain,2965,0,0.0,int64
21511,Rain,2755,0,0.0,int64
22788,Rain,1446,0,0.0,int64
24325,Rain,1924,0,0.0,int64
65,Snow,3234,0,0.0,int64
75,Snow,1828,0,0.0,int64
162,Snow,3244,0,0.0,int64
204,Snow,2489,0,0.0,int64
260,Snow,3224,0,0.0,int64
623,Snow,3723,0,0.0,int64
684,Snow,4091,0,0.0,int64
858,Snow,200,0,0.0,int64
861,Snow,920,0,0.0,int64
1093,Snow,869,0,0.0,int64
3297,Snow,1267,0,0.0,int64
3395,Snow,1268,0,0.0,int64
3396,Snow,2668,0,0.0,int64
3837,Snow,3197,0,0.0,int64
3888,Snow,1626,0,0.0,int64
4181,Snow,1779,0,0.0,int64
4232,Snow,175,0,0.0,int64
4584,Snow,1805,0,0.0,int64
4679,Snow,1090,0,0.0,int64
4795,Snow,723,0,0.0,int64
4801,Snow,1601,0,0.0,int64
5020,Snow,2304,0,0.0,int64
5021,Snow,1022,0,0.0,int64
6798,Snow,1795,0,0.0,int64
7211,Snow,1511,0,0.0,int64
7233,Snow,1197,0,0.0,int64
7371,Snow,1512,0,0.0,int64
8438,Snow,1059,0,0.0,int64
8733,Snow,1791,0,0.0,int64
8887,Snow,3181,0,0.0,int64
8953,Snow,787,0,0.0,int64
9112,Snow,655,0,0.0,int64
9291,Snow,1253,0,0.0,int64
9483,Snow,939,0,0.0,int64
9708,Snow,750,0,0.0,int64
9730,Snow,1805,0,0.0,int64
10066,Snow,1669,0,0.0,int64
10870,Snow,1460,0,0.0,int64
10917,Snow,3565,0,0.0,int64
11160,Snow,1690,0,0.0,int64
11331,Snow,1170,0,0.0,int64
17218,Snow,1805,0,0.0,int64
17244,Snow,2390,0,0.0,int64
18590,Snow,3491,0,0.0,int64
19106,Snow,859,0,0.0,int64
19306,Snow,1275,0,0.0,int64
19388,Snow,1789,0,0.0,int64
19834,Snow,1328,0,0.0,int64
21444,Snow,305,0,0.0,int64
21510,Snow,2965,0,0.0,int64
21511,Snow,2755,0,0.0,int64
22788,Snow,1446,0,0.0,int64
24325,Snow,1924,0,0.0,int64
65,TempI,3234,0,0.0,float64
75,TempI,1828,0,0.0,float64
162,TempI,3244,0,0.0,float64
204,TempI,2489,0,0.0,float64
260,TempI,3224,0,0.0,float64
623,TempI,3723,0,0.0,float64
684,TempI,4091,0,0.0,float64
858,TempI,200,0,0.0,float64
861,TempI,920,0,0.0,float64
1093,TempI,869,0,0.0,float64
3297,TempI,1267,0,0.0,float64
3395,TempI,1268,0,0.0,float64
3396,TempI,2668,0,0.0,float64
3837,TempI,3197,0,0.0,float64
3888,TempI,1626,0,0.0,float64
4181,TempI,1779,0,0.0,float64
4232,TempI,175,0,0.0,float64
4584,TempI,1805,0,0.0,float64
4679,TempI,1090,0,0.0,float64
4795,TempI,723,0,0.0,float64
4801,TempI,1601,0,0.0,float64
5020,TempI,2304,0,0.0,float64
5021,TempI,1022,0,0.0,float64
6798,TempI,1795,0,0.0,float64
7211,TempI,1511,0,0.0,float64
7233,TempI,1197,0,0.0,float64
7371,TempI,1512,0,0.0,float64
8438,TempI,1059,0,0.0,float64
8733,TempI,1791,0,0.0,float64
8887,TempI,3181,0,0.0,float64
8953,TempI,787,0,0.0,float64
9112,TempI,655,0,0.0,float64
9291,TempI,1253,0,0.0,float64
9483,TempI,939,0,0.0,float64
9708,TempI,750,0,0.0,float64
9730,TempI,1805,0,0.0,float64
10066,TempI,1669,0,0.0,float64
10870,TempI,1460,0,0.0,float64
10917,TempI,3565,0,0.0,float64
11160,TempI,1690,0,0.0,float64
11331,TempI,1170,0,0.0,float64
17218,TempI,1805,0,0.0,float64
17244,TempI,2390,0,0.0,float64
18590,TempI,3491,0,0.0,float64
19106,TempI,859,0,0.0,float64
19306,TempI,1275,0,0.0,float64
19388,TempI,1789,0,0.0,float64
19834,TempI,1328,0,0.0,float64
21444,TempI,305,0,0.0,float64
21510,TempI,2965,0,0.0,float64
21511,TempI,2755,0,0.0,float64
22788,TempI,1446,0,0.0,float64
24325,TempI,1924,0,0.0,float64
65,TempM,3234,0,0.0,float64
75,TempM,1828,0,0.0,float64
162,TempM,3244,0,0.0,float64
204,TempM,2489,0,0.0,float64
260,TempM,3224,0,0.0,float64
623,TempM,3723,0,0.0,float64
684,TempM,4091,0,0.0,float64
858,TempM,200,0,0.0,float64
861,TempM,920,0,0.0,float64
1093,TempM,869,0,0.0,float64
3297,TempM,1267,0,0.0,float64
3395,TempM,1268,0,0.0,float64
3396,TempM,2668,0,0.0,float64
3837,TempM,3197,0,0.0,float64
3888,TempM,1626,0,0.0,float64
4181,TempM,1779,0,0.0,float64
4232,TempM,175,0,0.0,float64
4584,TempM,1805,0,0.0,float64
4679,TempM,1090,0,0.0,float64
4795,TempM,723,0,0.0,float64
4801,TempM,1601,0,0.0,float64
5020,TempM,2304,0,0.0,float64
5021,TempM,1022,0,0.0,float64
6798,TempM,1795,0,0.0,float64
7211,TempM,1511,0,0.0,float64
7233,TempM,1197,0,0.0,float64
7371,TempM,1512,0,0.0,float64
8438,TempM,1059,0,0.0,float64
8733,TempM,1791,0,0.0,float64
8887,TempM,3181,0,0.0,float64
8953,TempM,787,0,0.0,float64
9112,TempM,655,0,0.0,float64
9291,TempM,1253,0,0.0,float64
9483,TempM,939,0,0.0,float64
9708,TempM,750,0,0.0,float64
9730,TempM,1805,0,0.0,float64
10066,TempM,1669,0,0.0,float64
10870,TempM,1460,0,0.0,float64
10917,TempM,3565,0,0.0,float64
11160,TempM,1690,0,0.0,float64
11331,TempM,1170,0,0.0,float64
17218,TempM,1805,0,0.0,float64
17244,TempM,2390,0,0.0,float64
18590,TempM,3491,0,0.0,float64
19106,TempM,859,0,0.0,float64
19306,TempM,1275,0,0.0,float64
19388,TempM,1789,0,0.0,float64
19834,TempM,1328,0,0.0,float64
21444,TempM,305,0,0.0,float64
21510,TempM,2965,0,0.0,float64
21511,TempM,2755,0,0.0,float64
22788,TempM,1446,0,0.0,float64
24325,TempM,1924,0,0.0,float64
65,Thunder,3234,0,0.0,int64
75,Thunder,1828,0,0.0,int64
162,Thunder,3244,0,0.0,int64
204,Thunder,2489,0,0.0,int64
260,Thunder,3224,0,0.0,int64
623,Thunder,3723,0,0.0,int64
684,Thunder,4091,0,0.0,int64
858,Thunder,200,0,0.0,int64
861,Thunder,920,0,0.0,int64
1093,Thunder,869,0,0.0,int64
3297,Thunder,1267,0,0.0,int64
3395,Thunder,1268,0,0.0,int64
